Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Employment in Services(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Female Employment in Services(%),Unemployment(%),Female Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Agriculture value added(%),Industry value added(%),Services value added(%),Expense(% of GDP),GDP per capita,GDP growth rate,Foreign Direct Investment,Exports of goods and services,Imports of goods and services,Male life expectancy,Female life expectancy,Inflation rate,Year,Country
127149000.0,64640533.0,62508467.0,9.3,7.7,9.0,30.6317411857611,4.74616348451843,64.6220953297205,5.11560785068259,20.710728491572,74.1736674874812,5.02,4.735,4374711694090.87,0.266612673690176,68013451944.3523,59824453278.1914,1.36750619152798,30.9812266965407,67.0662812781022,16.2333992095233,34406.1824638092,0.386103426145752,4926033619.18462,10.0767999632844,9.48280450872269,78.07,84.93,-0.740055504162738,2001.0,Japan
126843000.0,64456816.0,62386184.0,9.5,7.7,9.0,31.3394389312826,4.93830527037495,63.7222573442043,5.35264334506171,21.5115078233949,73.1358526571363,4.748,4.505,4968359075956.59,2.56744844644685,71875507467.6033,75413745586.4818,1.5178803390325,32.5135870554896,66.0206414543262,17.1095576406981,39169.3595701504,2.76464755143648,10688168325.6084,10.4634942027505,9.09887738115494,77.72,84.6,-0.676578683595175,2000.0,Japan
20330104.0,10433061.0,9897043.0,,,9.0,21.5941752041792,12.1286969689899,66.277117547586,10.6688610456685,11.8180490781086,77.5130686840486,4.821,5.45,262641892078.524,,-26147861306.3256,10352951892.4074,3.94185094025748,32.3295253976977,56.34917667674,17.3925228166182,12918.8661346014,5.09999999973641,5437312390.6917,34.4043098837574,27.3689161894276,,,14.7249900200331,2023.0,Kazakhstan
20034609.0,10286157.0,9748452.0,20.57,6.8,9.0,21.4906609117112,12.3618721955257,66.1474772717767,10.8536409674368,11.7953854456348,77.3509735869284,4.86,5.494,225496328925.494,,-25515195068.7253,11832118913.8679,5.24714480730074,34.9793974237581,52.6439186616041,16.1647366957137,11255.3396437881,3.19999999970734,5077496659.11,41.5690089041544,26.7653058374068,70.26,78.41,15.0278644440851,2022.0,Kazakhstan
19743603.0,10142525.0,9601078.0,23.5,9.61,9.0,21.5179696175153,13.15855696626,65.3234734162246,11.6754808319066,12.0714881671461,76.2530310009473,5.546,6.136,197112255360.612,-7.21518074861663,-24188943146.1057,9914750268.54423,5.03000193996331,35.2669295966944,53.9193570155211,17.1165193502456,9983.60103576902,4.29999999729456,4566615415.49,33.6448621241624,25.0237464537583,66.33,74.03,8.04147134028396,2021.0,Kazakhstan
19482117.0,10029218.0,9452899.0,22.76,8.6,9.0,21.2739716187467,13.4616066038725,65.2644217773808,11.8284582165422,12.1602824737856,76.0112593096722,4.89,5.369,171082365861.423,-0.159015307582962,-15072696630.59,9223533982.22845,5.3912826934481,33.0977971542858,56.1027808941057,16.8328642687514,8781.50797787648,-2.49999999628,7205989084.29,30.5289067989681,26.4975355671251,67.09,75.53,6.71815454861464,2020.0,Kazakhstan
19209555.0,9926312.0,9283243.0,21.73,7.19,9.0,20.969428411794,13.7001454962584,65.3304154980741,12.1520675329096,11.9731746908853,75.8747577762051,4.8,5.328,181667184854.501,5.08210180348581,-22692622312.6359,8113866801.27454,4.46633595812751,33.028795913527,55.5282559332057,16.0642125509365,9457.12614657136,4.50000000091883,3730856270.68398,36.4389870990994,28.419629452657,68.82,77.3,5.33356098916669,2019.0,Kazakhstan
18932727.0,9821316.0,9111411.0,21.77,7.14,9.0,20.945632542121,14.2380466353645,64.8163208225145,12.7290984298662,12.0366084901989,75.2342714016873,4.85,5.37,179339977690.485,-0.993327449908705,-22061297887.8718,7883530941.00383,4.39585810287636,33.4962004017876,55.454732268099,14.7050433078792,9472.48527327758,4.09999999309841,353291554.55809,37.6252184252873,25.9027380865315,68.84,77.19,6.16366247577751,2018.0,Kazakhstan
18651931.0,9697480.0,8954451.0,21.64,7.15,9.0,20.7798934129609,15.3814735436246,63.8386438946188,13.9917443441408,11.9617112900206,74.0465443658386,4.9,5.415,166805788827.233,1.88820496851747,-18148498719.5884,7534591693.59723,4.51698454026741,32.3252253010728,57.304415099355,19.0261392086365,8943.08416791984,4.10000000257358,4757396810.52606,32.3977529369879,24.427634998983,68.72,76.92,7.44266321306792,2017.0,Kazakhstan
18363600.0,9555241.0,8808359.0,22.52,7.37,9.0,20.7117374386722,16.2830987018921,63.0051638594358,15.0086566621344,11.9283627471064,73.0629805907591,4.96,5.507,137278320084.171,-3.56328205614463,-13450300000.0,6254406125.7891,4.55600427070659,31.9797903606788,57.857435042574,16.3309403041021,7475.56688689424,1.09999999910173,17223789547.9215,31.8438886422836,28.4677079441317,67.99,76.61,14.3610942386247,2016.0,Kazakhstan
18084169.0,9417021.0,8667148.0,22.71,7.46,9.0,20.5616507535828,18.0128531691384,61.4255071448121,17.1622878651735,11.6516027989437,71.1861316268554,4.93,5.498,184388404706.042,2.20307928493966,-11617898271.0342,8685703238.47607,4.71054741881579,30.8547873936113,59.297627869996,15.487142712709,10196.1226255982,1.20000000053288,6577824049.679,28.5167080072354,24.5330208000299,67.49,76.26,6.67828585615244,2015.0,Kazakhstan
17816285.0,9283946.0,8532339.0,23.1,7.65,9.0,20.0114707431751,21.9330494609545,58.0554909781118,21.24355433444,11.7890862998999,66.9673593656601,5.06,5.666,221415613595.469,3.64360368394185,-22701104180.8099,9586305148.88842,4.32955246164473,33.2094258316125,54.8385964696408,15.308914994467,12427.7094576939,4.20000000566705,7308112644.25121,39.3417580907293,25.6302765606214,66.9,75.82,6.84944977003349,2014.0,Kazakhstan
17556502.0,9154127.0,8402375.0,22.73,8.0,9.0,19.8247485146731,24.1943449724777,55.9809178300567,23.2919735262592,12.3131521086846,64.3948743650562,5.2,5.848,236634603409.089,9.58595525699531,-25147705454.7995,10656947198.0347,4.50354556962711,33.6988156382046,53.1795606876032,14.6089815385558,13478.459627612,5.99999999671084,10011293285.3074,38.6170377152797,26.7905716146741,65.91,75.23,5.94283871648418,2013.0,Kazakhstan
17306106.0,9027978.0,8278128.0,22.7,8.54,9.0,19.3824019528169,25.5395383288221,55.0780482560156,25.0444607370966,11.7185326852937,63.2370298159408,5.29,6.459,207998568865.789,6.17102297202867,-28117100000.3353,8919665353.3406,4.28833015629833,36.3028533254093,51.3898529954355,15.7960435478034,12018.7966527993,4.79999999528297,13648134373.8439,44.1096630384291,29.614069450738,64.74,74.29,5.19568369035072,2012.0,Kazakhstan
17066002.0,8905894.0,8160108.0,22.51,8.72,9.0,18.9638192827807,26.4539397519416,54.5822525841544,26.2957082190236,11.5201623510842,62.1841059415987,5.39,6.195,192626464617.071,12.7495836384815,-27745093755.5375,9610084536.89524,4.9889741557576,37.2660880953566,48.8890328062873,15.2070759191101,11287.1464926039,7.40000000144188,13760291528.5034,46.4646627947552,26.6531942561577,63.85,73.57,8.452904661768,2011.0,Kazakhstan
16836810.0,8788190.0,8048620.0,22.53,8.95,9.0,18.7155675229416,28.2828640154298,53.0015684616286,27.4413771885462,11.5097033051595,61.0488955264968,5.77,6.623,148047348240.643,10.363580689596,-19375600000.0,6677716399.17207,4.51052752955614,40.6024221199984,51.6800394874896,16.4678319854926,8793.07589980782,7.30000000329814,7456117901.08145,44.2441794984735,29.8940863973107,63.55,73.41,7.40046356341398,2010.0,Kazakhstan
16619846.0,8677795.0,7942051.0,22.14,8.88,9.0,18.6388143164274,29.0166331433653,52.3445646483105,28.4014408459948,11.1825582007938,60.4160009532114,6.55,7.529,115308686941.38,1.88216090431801,-12417502777.8763,7087892365.73054,6.14688498650048,38.4314808509372,53.9952116833093,,6938.01175663001,1.19999999942873,14275888207.0145,41.8384224460915,33.9276450175618,63.55,73.25,7.31607858288579,2009.0,Kazakhstan
16426525.0,8589229.0,7837296.0,22.75,9.74,9.0,18.9235979106864,30.160162445936,50.9162396433776,29.1722562497607,11.5878469764203,59.239896773819,6.63,7.945,133441648851.982,2.97058685822211,-19375305315.2895,7093495501.92646,5.31580324655219,40.2502455752721,52.104868253495,,8123.54705891736,3.30000000021091,16818890680.0,57.1463849391331,37.1484197092327,61.9,72.4,17.139899777207,2008.0,Kazakhstan
16257214.0,8517346.0,7739868.0,20.79,10.22,9.0,18.9210536723536,31.224532202345,49.8544141253014,29.7497995184344,12.0342725509426,58.215927930623,7.26,8.634,104849915058.376,28.26184827665,-12945703485.5453,5934810849.80162,5.66029151907027,37.7308974758662,54.2303277391062,,6449.43931096532,8.89999999999405,11972842988.7618,49.3128208903582,42.8488122066393,60.7,72.3,10.8468362075557,2007.0,Kazakhstan
16103716.0,8448373.0,7655343.0,19.71,10.27,9.0,18.4412841135587,31.5350890005827,50.0236396987034,30.1865307223222,11.6121396833377,58.2013557777655,7.79,9.203,81003864630.018,18.0761658671232,-9350097700.89295,4451838631.89929,5.49583486199441,39.3564557485124,51.624997728548,,5030.13494711519,10.7,7611168450.0,50.9752978421833,40.478228955154,60.6,72.0,8.72169386091733,2006.0,Kazakhstan
15968117.0,8386536.0,7581581.0,18.42,10.37,9.0,18.0053619288961,32.4052479807332,49.5894031338875,31.351728287976,10.9749016272255,57.673396782071,8.13,9.548,57123671733.8952,6.47760332618823,-5555500000.0,3638505418.42264,6.36952301555866,37.6280181516768,52.0218847182371,,3577.35804001782,9.69999999922682,2546065710.0,53.194358254068,44.5681447702344,60.3,71.8,7.57999929125768,2005.0,Kazakhstan
15850159.0,8334002.0,7516157.0,18.19,10.14,9.0,17.4092862849884,33.501357449611,49.0893695353513,32.0042489064914,10.4631090461994,57.5326420473092,8.4,9.814,43151647002.6096,6.87861495887184,-2720700000.0,3073673686.91881,7.12295798751998,35.3518419501918,53.3800989868324,14.0707427767027,2722.47407755402,9.60000000136854,5615262947.0,52.5004104250221,43.9087892759115,60.6,72.0,6.882054389819,2004.0,Kazakhstan
15747380.0,8288097.0,7459283.0,16.63,10.41,9.0,16.9613348977783,35.2540372603428,47.7846278418789,34.0582398803919,10.2346179436224,55.7071421759857,8.78,10.374,30833692900.1091,14.0763064129738,-1604199646.3426,2424208461.5367,7.86220602699238,35.0752659061292,51.8220273209182,13.887221837463,1958.02050246511,9.30000000033759,2483253230.0,48.4170220946326,43.0463103304131,60.5,71.5,6.43821810118941,2003.0,Kazakhstan
15656677.0,8244180.0,7412497.0,15.29,10.05,9.0,16.2828498077142,35.4782478398362,48.2389159497168,34.7195778162993,9.77422577645237,55.5061964072484,9.33,11.17,24636598527.4437,5.28536671525279,-984800212.281947,1969920021.81223,7.99590909279888,35.8109321050125,50.4711505164094,12.6910979763059,1573.55219932325,9.79999999960842,2588491060.0,46.9906407561754,47.0410448936046,60.7,71.6,5.83692452105644,2002.0,Kazakhstan
15575550.0,8202687.0,7372863.0,14.91,9.95,9.0,16.3357656046857,35.5197892875695,48.1444451077448,34.2414423387009,9.79651232355646,55.96201684924,10.43,12.02,22152689179.8815,22.059711962282,-1094399753.73977,1932784884.24842,8.72483186377084,36.1418298622593,49.371713157718,13.5682160853528,1422.27331810957,13.4999999984358,2816823050.0,45.8950186109102,46.9540498960605,60.5,71.3,8.35413777161338,2001.0,Kazakhstan
15501103.0,8164887.0,7336216.0,14.92,10.06,9.0,16.2396018139637,36.2511040548504,47.5092941311859,34.7777215156714,9.88930058461984,55.3329481313985,12.75,14.696,18291990662.0356,-8.25940015082688,-1138999735.55113,1483623830.87154,8.11078388505165,37.7758296698614,48.3815387474664,13.721583116838,1180.0444563226,9.80000000214156,1370521199.1464,56.6024267995373,49.0972658349839,60.2,71.2,13.1808905865732,2000.0,Kazakhstan
7099750.0,3589460.0,3510290.0,,,10.0,24.6699453267065,23.8548247293568,51.4752299439367,32.3096176137221,12.1514967618057,55.5388856244722,3.991,4.269,13987627908.8381,,-194118662.890106,1350463597.7234,9.65470061489197,22.6354196130715,50.7906265349108,25.7271599581674,1970.15780961839,6.15139183716032,1500000.0,39.1622646226036,100.993450396404,,,10.7532770416742,2023.0,Kyrgyz Republic
6975219.5,3526047.0,3449173.0,21.5,4.5,10.0,24.4000234996916,24.5950572770825,51.0049192232259,33.1107163457509,11.9352066246083,54.9541591963439,4.043,4.325,12134931017.9465,,-270421190.793795,1334454781.64938,10.9968056651977,24.1941421977643,51.0155429673593,23.8319458168086,1739.72030814894,8.96750520041391,54849000.0,46.3372718307792,87.4494462179864,68.0,76.3,13.9229093174176,2022.0,Kyrgyz Republic
6851224.0,3462155.0,3389069.0,22.4,5.8,10.0,24.4952241629111,25.167544262742,50.3372315743469,34.113538742517,11.9872662089492,53.8991950485338,4.096,4.307,9249133946.26531,-7.11164833873342,-622256101.199017,1148024058.65104,12.4122330298243,23.7483015677374,51.036010149015,23.4050916041465,1349.99730650542,5.50700762671923,226205400.0,35.8055898779632,64.455786983606,67.9,76.1,11.9050398185147,2021.0,Kyrgyz Republic
6726595.5,3397273.0,3329323.0,24.0,6.1,10.0,23.6810483186287,25.1092209766548,51.209694499868,32.1312815771453,11.7795149819485,56.0892896878035,4.63,4.985,8270468614.24051,-0.449123330839697,-256424382.955094,1006487552.90392,12.1696556730884,26.9042468476068,50.6891009156643,25.7762999997186,1229.51775742135,-7.14897757727955,-401518600.0,29.5818778074207,49.4104006230531,67.8,76.0,6.32542296338078,2020.0,Kyrgyz Republic
6590211.0,3326680.0,3263531.0,26.9,5.2,10.0,24.6809399276007,24.2113328473023,51.107727225097,31.5435352395511,12.0026102035887,56.4538545568603,4.295,4.554,9371275264.36735,-10.5741349877565,-779306626.001054,972166970.636164,10.3739026248931,26.5803149529246,50.3261850794905,23.2122999587777,1421.99927504102,4.60062565707598,403865100.0,33.4764696600324,60.9538126942615,67.6,75.8,1.13362257718804,2019.0,Kyrgyz Republic
6444078.5,3250772.0,3193307.0,27.1,5.2,10.0,22.3807373897274,27.6917372837405,49.9275253265321,33.2608288427228,11.6199661362806,55.1192050209966,3.67,3.889,8271106235.41552,8.23348501973288,-251000711.501632,965675348.400472,11.6752864842384,27.4785136821163,49.7676969702079,25.4852528760826,1283.52040333083,3.75791013557165,144222600.0,31.6017300051143,67.2738298966465,67.4,75.6,1.54266145238436,2018.0,Kyrgyz Republic
6306695.5,3177150.0,3129545.0,24.8,5.4,10.0,22.2700959479153,27.8726049960106,49.8573379391651,33.5743816302857,10.8848952626399,55.5406285659722,3.57,3.783,7702938379.42036,2.67052725118795,-371600172.379474,963990300.793992,12.5145788958853,27.3080934715766,49.9324474240762,26.0497698575071,1221.39056490366,4.73993722377884,-107212800.0,34.2528413648354,66.3646044484224,67.2,75.4,3.1753098637994,2017.0,Kyrgyz Republic
6175337.5,3106701.0,3068637.0,26.0,5.5,10.0,22.6754805601461,29.4059011931547,47.9186182466992,34.8764625362133,11.7094881908767,53.4140492729099,3.474,3.678,6813095379.1187,10.4984498724447,-357800174.288247,874424897.559241,12.8344731564928,26.5464240007793,50.1483211681284,27.0350965882562,1103.27498361324,4.33585592190116,619220700.0,35.8254088751692,69.9981651422372,67.0,75.1,0.388838296895799,2016.0,Kyrgyz Republic
6040035.5,3037791.0,3002244.0,27.4,5.8,10.0,22.2737080578671,30.4454702845362,47.2808216575967,35.9768843097161,11.7490514693247,52.2740642209592,3.338,3.533,6678177511.66313,0.54640401915924,-260699968.111499,939002801.459735,14.0607643300857,25.0780623169816,52.1498322606782,27.2419483499478,1105.65202996955,3.87582544512439,1144054000.0,35.1896004872594,75.7719702273738,66.7,74.8,6.50331838993384,2015.0,Kyrgyz Republic
5905847.5,2972469.0,2933379.0,27.7,6.1,10.0,22.4149484556425,31.4387825412974,46.1462690030601,37.0304513753751,11.9968347834427,50.9727138411821,3.262,3.451,7468102412.68237,2.72564870443721,-308800242.099116,1099204835.54105,14.7186631194877,23.8882289228189,50.6119382870719,25.9976655502703,1264.52679529608,4.02403863083252,343010700.0,37.4486515894922,87.6775294863412,66.5,74.5,7.5342472977589,2014.0,Kyrgyz Republic
5777150.0,2911301.0,2865849.0,27.2,6.1,9.0,22.1434798138821,32.1925977677806,45.6639224183374,37.1632950839339,11.5572146104708,51.2795833019471,3.153,3.338,7335033800.59056,-4.81585172819439,-423000358.0449,1073692899.21382,14.6378725497812,24.843594671242,49.6332622937347,,1269.66303464348,10.9154694528045,612016900.0,42.250153956658,91.7766316872636,66.3,74.3,6.61375202358082,2013.0,Kyrgyz Republic
5652076.0,2853053.0,2799023.0,27.6,6.5,9.0,21.777962127708,32.8253640717478,45.3967125295212,36.1218741998805,10.7813658067675,53.0968498313292,3.114,3.293,6605142884.36215,9.06221916577563,-169300076.701201,1100033467.02343,16.654196378216,22.2571297250342,51.0390815511772,,1168.62244675446,-0.0881501998439376,260927500.0,44.4042009680122,95.2717368722971,66.1,74.1,2.76844236540957,2012.0,Kyrgyz Republic
5546586.5,2805243.0,2741344.0,27.1,6.5,9.0,21.5348369155034,33.5140472591092,44.9511158253874,36.5822007634567,10.9334649103545,52.4842482155728,2.999,3.169,6197765984.28468,4.0438757077234,-658899985.504043,1026679560.5339,16.56531665018,27.4490880946162,47.8653557076126,,1117.40184423062,5.95627429693504,685760800.0,54.5384771657381,81.6413632547534,65.7,73.7,16.6363262731495,2011.0,Kyrgyz Republic
5467059.0,2769380.0,2697679.0,26.8,6.6,9.0,21.6047893104097,34.5388186691436,43.8563540775007,37.2645492585989,10.9970076752189,51.738357424374,2.887,3.049,4794361863.01353,,-305100258.220185,836532539.922702,17.4482561772443,26.2652737926744,49.3384967869844,,876.954476440354,-0.471566596791618,472768300.0,51.5543226756177,81.6785278167149,65.3,73.5,7.96772225579684,2010.0,Kyrgyz Republic
5389643.0,2733485.0,2656158.0,25.2,6.7,9.0,21.1863417379855,34.2124185558513,44.6012397061632,36.282770107439,10.6262349119579,53.0909949806031,2.744,2.899,4690061380.60253,,-181399965.243421,879890102.831179,18.7607374707352,23.6357293329934,49.8977502063632,,870.198894546917,2.88629457537731,189377400.0,54.6983469575282,78.6808062104263,65.2,73.2,6.83656248105368,2009.0,Kyrgyz Republic
5318729.0,2707997.0,2610732.0,23.9,7.1,9.0,20.646385361503,34.013927181809,45.339687456688,35.3868580851887,10.3132901477327,54.2998517670786,2.642,2.791,5139958909.17936,,-206700044.664886,1207146753.68081,23.4855331532901,20.4289120967446,45.8087821868921,,966.388569370494,8.40161604861429,376992152.1,53.5489560986404,92.5571261314982,64.5,72.6,24.5201024234102,2008.0,Kyrgyz Republic
5268384.5,2700438.0,2567947.0,23.4,7.2,9.0,20.2749600255082,34.4837442308758,45.241295743616,34.8993042873369,10.6949368401691,54.4057588724939,2.577,2.72,3802570552.56105,,-50500059.5316942,1022138956.7555,26.8802101795871,16.6822999949964,45.5406958675158,,721.771646044636,8.54287477507607,207919477.6,52.9129788573035,84.145408981259,63.7,72.3,10.2301032660484,2007.0,Kyrgyz Republic
5218373.0,2693276.0,2525097.0,23.1,7.4,9.0,19.4036095736358,36.2691019959943,44.3272884303699,35.7291382498257,10.8705837522788,53.4002779978955,2.48,2.617,2834168889.42019,,-48100000.249048,812847888.94451,28.6802911420992,17.5544661208558,43.3774662763917,,543.113512472219,3.10289874199981,182022902.5,41.7206136022728,79.0293681639999,63.5,72.1,5.55212333162542,2006.0,Kyrgyz Republic
5162639.5,2677542.0,2485098.0,21.3,7.2,9.0,17.5830366811342,38.4978346583931,43.9191286604727,37.6973967508319,10.4180422348361,51.8844740218786,2.362,2.491,2460246766.41401,,-88099955.3762804,700758934.844664,28.4832783609781,19.9674526656306,42.4302670387872,,476.548239793618,-0.175515404044219,42565248.3,38.3055564365228,56.778448193841,64.2,71.9,4.3386739184431,2005.0,Kyrgyz Republic
5104712.5,2654635.0,2450077.0,21.5,6.9,9.0,17.5791189938311,38.9050896539976,43.5158319104149,38.9592717883234,11.0083636402118,50.0322763846216,2.259,2.382,2211534585.0034,,-102100000.0,661347256.404847,29.9044500994693,21.6893695542269,39.6009070414952,,433.233915720699,7.02681242497607,175458810.076826,42.5559110849204,51.2598210718098,64.3,72.2,4.11065084723381,2004.0,Kyrgyz Republic
5043308.0,2629444.0,2413864.0,20.9,7.1,9.0,15.0175924545733,43.2397225830441,41.7426440116038,43.2247376650529,9.99738661682044,46.7778757181267,2.162,2.28,1919008090.49641,,-62000000.0,645213748.352614,33.6222526391595,20.2432676693128,37.7580426700878,,380.505828812441,7.03029319731168,45544627.8,38.6811237203624,45.2516590876032,64.5,72.2,2.97461295184355,2003.0,Kyrgyz Republic
4990704.0,2608446.0,2382258.0,20.2,7.1,9.0,11.9904803043919,49.0971846393952,38.9123350562129,48.9228667507356,7.56442316597915,43.5127100832852,2.065,2.177,1605643104.73021,,-57800000.8521753,552418239.107602,34.4047962763445,21.3137031159609,36.4332132981631,,321.726775366804,-0.0173246130360667,4661963.54471303,39.5813541240971,43.3393748971696,64.4,72.1,2.13420986310243,2002.0,Kyrgyz Republic
4945072.5,2590589.0,2354484.0,19.8,6.6,9.0,10.3469472420283,52.9210907091735,36.7319620487983,54.8307455524874,7.15150966456928,38.0176542483364,1.95,2.056,1525116370.27939,,-59100001.0321089,526790450.928382,34.5410003586728,26.8324889860388,32.0756569464089,,308.411326685178,5.32162141190466,5006732.8770432,36.7245731455602,37.0223392232366,65.0,72.6,6.9196798942304,2001.0,Kyrgyz Republic
4898361.5,2571791.0,2326571.0,19.8,7.0,9.0,10.4783790804103,53.0705824250565,36.4510384945333,54.8357243285861,7.34958107716749,37.8146032360887,1.858,1.958,1369688498.06778,,-82000000.0,468265111.951246,34.1877085637959,29.1996199376661,29.9724791417079,,279.621767006739,5.44333663288322,-2360124.96095706,41.8478618433635,47.5830697836674,64.9,72.4,18.7007342838023,2000.0,Kyrgyz Republic
17423880.0,8889929.0,8533951.0,,,,26.9141545646916,36.0065668874322,37.0792785478762,38.3108942211249,23.9379034539516,37.7512023249235,0.225,0.254,42335646895.7984,,-952107752.940593,7230271121.15493,17.0784472455351,40.5173741615592,36.1518032053909,,2429.74853452838,4.96006658918908,3958792378.8864,66.8926660552171,67.3141763407136,,,2.12746796594194,2023.0,Cambodia
17201724.0,8779871.0,8421853.0,18.969,6.785,,26.4716140607502,36.6562918993572,36.8720940398925,39.0012615363896,23.6014957127593,37.3972209588941,0.231,0.26,39994532959.6074,,-1550402497.16587,6616729923.53034,16.5440859884848,40.8649626222158,36.3854761335897,,2325.03050040841,5.10336888677125,3578831295.87393,72.2070606780988,73.6665720833071,67.117,72.622,5.34370264895437,2022.0,Cambodia
16974305.0,8667395.0,8306910.0,19.334,6.838,,26.4144002477821,37.131576512332,36.4540232398859,39.6850610614323,23.5504359429435,36.7645252836655,0.396,0.416,36790163687.4421,-2.42317223089367,-1489862325.31877,6219161717.4979,16.9044143710096,40.3205085730071,36.4869248742341,13.5193066036432,2167.40324198499,3.08984284148661,3483461605.65372,72.3610346435508,73.8188118661646,66.819,72.291,2.92073477592949,2021.0,Cambodia
16725474.0,8544837.0,8180637.0,19.849,6.228,,25.1450590528134,36.8999777254893,37.9549632216973,39.5096852811398,23.3187896597664,37.1715250590938,0.172,0.209,34818073901.4851,1.320857460041,-1105757174.72211,5932878727.28644,17.0396522911435,37.4576122779361,39.1436352494164,12.9375804463012,2081.73914242939,-3.55572193406549,3624644990.13295,59.9217979409609,62.1835984056075,67.999,72.724,2.9402951426397,2020.0,Cambodia
16481304.0,8423919.0,8057385.0,20.28,5.947,,24.4731389759704,39.8680952024775,35.6587658215521,40.8681944912393,23.0571016783345,36.0747038304261,0.119,0.15,36685356407.7206,8.28574509405119,-1644688973.62552,5663671140.05318,15.4385065177157,39.0455946521572,39.1377249484506,11.6500918071986,2225.87705485686,7.93695013588524,3663032999.47048,55.4468679729119,60.289811099536,68.4,72.873,1.94257500833107,2019.0,Cambodia
16274522.0,8320127.0,7954395.0,20.805,5.874,,24.9609526125579,39.0376687862331,36.001378601209,40.6013361280548,23.7946978796229,35.6039659923224,0.13,0.162,33145892168.8958,6.26152819710467,-1325725762.28058,5468392023.74012,16.4979479082228,36.8714237524226,40.2202510794724,10.7640676815512,2036.67377566578,8.77622376224463,3212633447.0447,55.4713973566208,62.9662580564288,68.226,72.778,2.45908515380146,2018.0,Cambodia
16073372.0,8218871.0,7854501.0,21.348,5.775,,25.4908985208948,38.2063781845988,36.3027345001885,40.3393286618352,24.5459304698231,35.1147408683417,0.141,0.175,29355665909.7905,7.45915796538812,-1140161373.97831,5245322390.77725,17.8681771583586,34.2980809169165,41.4183127540152,10.7989673791136,1826.35391688754,8.07503915535979,2788084321.65816,56.3000536720904,64.8553976265984,68.213,72.689,2.91263557371478,2017.0,Cambodia
15852803.0,8108585.0,7744218.0,21.864,5.779,,25.7634199242298,37.5402584614318,36.6963216143384,40.4934760131147,24.4599129695129,35.0466345862634,0.716,0.85,26556545153.3573,6.34631882615486,-1048938839.99543,5021306659.39917,18.9079815555917,33.0562094608004,41.7636314521345,9.79082136934193,1675.19555711109,7.90550116130704,2475915853.65763,56.4318377218234,66.2727178808437,67.658,72.666,3.01913975139128,2016.0,Cambodia
15623251.0,7994071.0,7629180.0,22.343,5.81,,24.9213742500313,42.4684239936853,32.6102017562834,44.7145237032148,24.3535828675021,30.9319180840486,0.393,0.457,24174170369.0738,5.71257574937395,-996196998.186147,4868883116.09612,20.1408488554582,31.4639051712341,42.2063048789912,8.99396164136395,1547.32010444393,7.20703472529512,1822804151.25712,55.9812203124044,66.1283765029746,67.586,72.02,1.22393195511119,2015.0,Cambodia
15396772.0,7880958.0,7515814.0,22.775,5.756,,23.7681169843844,45.9960130946944,30.2358699209212,47.4294360333344,23.657027557631,28.9135611848384,0.692,0.695,22041463967.9009,1.77508784739486,-931184175.198137,4891841789.32508,22.1938152404445,29.9169916479613,41.6886643787156,9.43642007472864,1431.56396469993,8.00032074618566,1853471158.09921,56.629548029687,67.8253604970058,67.446,71.881,3.85568861424207,2014.0,Cambodia
15170208.0,7767876.0,7402332.0,23.035,5.817,,19.2826702989048,49.5226721883959,31.1946575126993,51.0563859062756,18.6428907682823,30.3007233254422,0.438,0.518,19807135252.8649,2.82568805684546,-825088063.517211,4842281084.1393,24.447155140413,28.9581198037895,40.4061547515332,9.11918133783137,1305.6600972686,7.8574997554252,2068470774.00468,56.6205657745424,68.2669869941146,66.802,71.665,2.94162509547349,2013.0,Cambodia
14945085.0,7655647.0,7289438.0,23.294,5.863,,17.7336068252256,53.2010003519579,29.0654048145685,54.5062187004939,17.6784003584403,27.8153809410658,0.496,0.487,17826536699.8016,5.34829241906611,-679137802.268929,4776682890.45376,26.7953499375283,27.6110297650086,39.4003358287519,8.33602397896915,1192.80263041673,7.65025657870362,1988102944.64495,53.285002586552,63.4552308316603,66.652,71.026,2.93431609293951,2012.0,Cambodia
14722584.0,7544936.0,7177648.0,23.369,5.947,,16.471808310523,56.5476630140463,26.9805286754306,57.4983425989942,16.9952740394177,25.5063833615881,0.577,0.476,16032622023.8265,5.57257054194389,-532914763.228291,4494882576.6909,28.0358544598065,26.6606926732023,39.0826288683331,8.84350460921608,1088.98152823081,7.28665813879552,1538883424.90021,49.9211772643531,59.8693279024614,65.957,70.726,5.4784474961745,2011.0,Cambodia
14500726.0,7434752.0,7065974.0,23.669,6.121,,15.9732767108769,54.7856798406129,29.2410557377919,56.0743362235187,15.3756593670614,28.5500044094199,0.771,0.794,13808673288.0696,5.31347236247754,-399298628.989598,3849069866.07865,27.8742916555508,26.0088985136981,39.7207719064236,8.65662452415554,952.274616324008,5.07691843229247,1404315448.8853,50.2265428540514,59.7718577537062,65.436,69.834,3.99639528107218,2010.0,Cambodia
